Year,Country,Medal,Value Points
2002,SLO,Bronze,1
2002,SLO,Bronze,1
2002,SLO,Bronze,1
2002,SLO,Bronze,1
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,FIN,Silver,2
2002,FIN,Silver,2
2002,FIN,Silver,2
2002,FIN,Silver,2
2002,POL,Bronze,1
2002,SUI,Gold,3
2002,GER,Silver,2
2002,USA,Bronze,1
2002,SUI,Gold,3
2002,SWE,Silver,2
2002,ITA,Bronze,1
2002,FRA,Gold,3
2002,FRA,Silver,2
2002,USA,Bronze,1
2002,USA,Gold,3
2002,USA,Silver,2
2002,SUI,Bronze,1
2002,USA,Gold,3
2002,FRA,Silver,2
2006,NOR,Bronze,1
2006,GER,Gold,3
2006,NOR,Silver,2
2006,RUS,Bronze,1
2006,GER,Gold,3
2006,GER,Silver,2
2006,GER,Bronze,1
2006,SWE,Gold,3
2006,GER,Silver,2
2006,GER,Bronze,1
2006,FRA,Gold,3
2006,NOR,Silver,2
2006,RUS,Bronze,1
2006,RUS,Gold,3
2006,GER,Silver,2
2006,NOR,Bronze,1
2006,GER,Gold,3
2006,POL,Silver,2
2006,NOR,Bronze,1
2006,GER,Gold,3
2006,NOR,Silver,2
2006,FRA,Bronze,1
2006,FRA,Bronze,1
2006,FRA,Bronze,1
2006,FRA,Bronze,1
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,FRA,Bronze,1
2006,FRA,Bronze,1
2006,FRA,Bronze,1
2006,FRA,Bronze,1
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,RUS,Silver,2
2006,RUS,Silver,2
2006,RUS,Silver,2
2006,RUS,Silver,2
2006,UKR,Bronze,1
2006,FRA,Gold,3
2006,SWE,Silver,2
2006,SUI,Bronze,1
2006,SUI,Bronze,1
2006,SUI,Bronze,1
2006,SUI,Bronze,1
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,RUS,Silver,2
2006,RUS,Silver,2
2006,RUS,Silver,2
2006,RUS,Silver,2
2006,SUI,Bronze,1
2006,SUI,Bronze,1
2006,GER,Gold,3
2006,GER,Gold,3
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,GER,Gold,3
2006,GER,Gold,3
2006,USA,Silver,2
2006,USA,Silver,2
2006,SUI,Bronze,1
2006,CAN,Gold,3
2006,CAN,Silver,2
2006,CAN,Bronze,1
2006,SUI,Gold,3
2006,GBR,Silver,2
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,CAN,Bronze,1
2006,CAN,Bronze,1
2006,CAN,Bronze,1
2006,CAN,Bronze,1
2006,CAN,Bronze,1
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SUI,Silver,2
2006,SUI,Silver,2
2006,SUI,Silver,2
2006,SUI,Silver,2
2006,SUI,Silver,2
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,CZE,Bronze,1
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,CAN,Gold,3
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,SWE,Silver,2
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,GER,Silver,2
2006,GER,Silver,2
2006,LAT,Bronze,1
2006,ITA,Gold,3
2006,RUS,Silver,2
2006,GER,Bronze,1
2006,GER,Gold,3
2006,GER,Silver,2
2006,UKR,Bronze,1
2006,UKR,Bronze,1
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,USA,Silver,2
2006,USA,Silver,2
2006,CAN,Bronze,1
2006,RUS,Gold,3
2006,SUI,Silver,2
2006,RUS,Bronze,1
2006,JPN,Gold,3
2006,USA,Silver,2
2006,CHN,Bronze,1
2006,CHN,Bronze,1
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,CHN,Silver,2
2006,CHN,Silver,2
2006,USA,Bronze,1
2006,KOR,Gold,3
2006,KOR,Silver,2
2006,CHN,Bronze,1
2006,KOR,Gold,3
2006,CHN,Silver,2
2006,CHN,Bronze,1
2006,KOR,Gold,3
2006,KOR,Silver,2
2006,CHN,Bronze,1
2006,KOR,Gold,3
2006,KOR,Silver,2
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,USA,Bronze,1
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,KOR,Gold,3
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,KOR,Bronze,1
2006,USA,Gold,3
2006,CAN,Silver,2
2006,CAN,Bronze,1
2006,CHN,Gold,3
2006,BUL,Silver,2
2006,NED,Bronze,1
2006,NED,Gold,3
2006,USA,Silver,2
2006,NED,Bronze,1
2006,USA,Gold,3
2006,USA,Silver,2
2006,GER,Bronze,1
2006,NED,Gold,3
2006,CAN,Silver,2
2006,USA,Bronze,1
2006,ITA,Gold,3
2006,USA,Silver,2
2006,NED,Bronze,1
2006,CAN,Gold,3
2006,CAN,Silver,2
2006,CAN,Bronze,1
2006,NED,Gold,3
2006,NED,Silver,2
2006,ITA,Bronze,1
2006,USA,Gold,3
2006,NED,Silver,2
2006,CAN,Bronze,1
2006,CAN,Gold,3
2006,GER,Silver,2
2006,KOR,Bronze,1
2006,USA,Gold,3
2006,RUS,Silver,2
2006,CHN,Bronze,1
2006,RUS,Gold,3
2006,CHN,Silver,2
2006,NED,Bronze,1
2006,NED,Bronze,1
2006,NED,Bronze,1
2006,NED,Bronze,1
2006,NED,Bronze,1
2006,ITA,Gold,3
2006,ITA,Gold,3
2006,ITA,Gold,3
2006,ITA,Gold,3
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,RUS,Bronze,1
2006,RUS,Bronze,1
2006,RUS,Bronze,1
2006,RUS,Bronze,1
2006,RUS,Bronze,1
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,GER,Gold,3
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,AUT,Bronze,1
2006,USA,Gold,3
2006,CRO,Silver,2
2006,SWE,Bronze,1
2006,CRO,Gold,3
2006,AUT,Silver,2
2006,SUI,Bronze,1
2006,FRA,Gold,3
2006,AUT,Silver,2
2006,SWE,Bronze,1
2006,AUT,Gold,3
2006,SUI,Silver,2
2006,AUT,Bronze,1
2006,AUT,Gold,3
2006,FRA,Silver,2
2006,SWE,Bronze,1
2006,USA,Gold,3
2006,FIN,Silver,2
2006,AUT,Bronze,1
2006,AUT,Gold,3
2006,AUT,Silver,2
2006,AUT,Bronze,1
2006,SWE,Gold,3
2006,AUT,Silver,2
2006,SUI,Bronze,1
2006,NOR,Gold,3
2006,AUT,Silver,2
2006,AUT,Bronze,1
2006,AUT,Gold,3
2006,CRO,Silver,2
2006,NOR,Bronze,1
2006,EST,Gold,3
2006,NOR,Silver,2
2006,GER,Bronze,1
2006,EST,Gold,3
2006,CZE,Silver,2
2006,POL,Bronze,1
2006,CZE,Gold,3
2006,RUS,Silver,2
2006,SWE,Bronze,1
2006,SWE,Bronze,1
2006,SWE,Bronze,1
2006,SWE,Bronze,1
2006,ITA,Gold,3
2006,ITA,Gold,3
2006,ITA,Gold,3
2006,ITA,Gold,3
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,ITA,Bronze,1
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,RUS,Gold,3
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,AUT,Bronze,1
2006,ITA,Gold,3
2006,RUS,Silver,2
2006,ITA,Bronze,1
2006,RUS,Gold,3
2006,NOR,Silver,2
2006,RUS,Bronze,1
2006,EST,Gold,3
2006,CZE,Silver,2
2006,SWE,Bronze,1
2006,SWE,Gold,3
2006,FRA,Silver,2
2006,RUS,Bronze,1
2006,CAN,Gold,3
2006,GER,Silver,2
2006,RUS,Bronze,1
2006,RUS,Bronze,1
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,NOR,Silver,2
2006,NOR,Silver,2
2006,FIN,Bronze,1
2006,FIN,Bronze,1
2006,SWE,Gold,3
2006,SWE,Gold,3
2006,CAN,Silver,2
2006,CAN,Silver,2
2006,RUS,Bronze,1
2006,CHN,Gold,3
2006,BLR,Silver,2
2006,AUS,Bronze,1
2006,SUI,Gold,3
2006,CHN,Silver,2
2006,USA,Bronze,1
2006,AUS,Gold,3
2006,FIN,Silver,2
2006,FRA,Bronze,1
2006,CAN,Gold,3
2006,NOR,Silver,2
2006,NOR,Bronze,1
2006,GER,Gold,3
2006,AUT,Silver,2
2006,GER,Bronze,1
2006,AUT,Gold,3
2006,NOR,Silver,2
2006,FIN,Bronze,1
2006,FIN,Bronze,1
2006,FIN,Bronze,1
2006,FIN,Bronze,1
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,GER,Silver,2
2006,NOR,Bronze,1
2006,AUT,Gold,3
2006,AUT,Silver,2
2006,NOR,Bronze,1
2006,NOR,Bronze,1
2006,NOR,Bronze,1
2006,NOR,Bronze,1
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,AUT,Gold,3
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,FIN,Silver,2
2006,NOR,Bronze,1
2006,NOR,Gold,3
2006,FIN,Silver,2
2006,AUT,Bronze,1
2006,SUI,Gold,3
2006,SUI,Silver,2
2006,USA,Bronze,1
2006,SUI,Gold,3
2006,GER,Silver,2
2006,FIN,Bronze,1
2006,USA,Gold,3
2006,USA,Silver,2
2006,NOR,Bronze,1
2006,USA,Gold,3
2006,USA,Silver,2
2006,FRA,Bronze,1
2006,USA,Gold,3
2006,SVK,Silver,2
2006,CAN,Bronze,1
2006,SUI,Gold,3
2006,USA,Silver,2
2010,CRO,Bronze,1
2010,FRA,Gold,3
2010,NOR,Silver,2
2010,FRA,Bronze,1
2010,GER,Gold,3
2010,SVK,Silver,2
2010,GER,Bronze,1
2010,GER,Gold,3
2010,RUS,Silver,2
2010,FRA,Bronze,1
2010,SWE,Gold,3
2010,AUT,Silver,2
2010,BLR,Bronze,1
2010,NOR,Gold,3
2010,KAZ,Silver,2
2010,SVK,Bronze,1
2010,RUS,Gold,3
2010,FRA,Silver,2
2010,NOR,Gold,3
2010,BLR,Silver,2
2010,NOR,Silver,2
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,RUS,Gold,3
2010,RUS,Gold,3
2010,RUS,Gold,3
2010,RUS,Gold,3
2010,FRA,Silver,2
2010,FRA,Silver,2
2010,FRA,Silver,2
2010,FRA,Silver,2
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,AUT,Silver,2
2010,AUT,Silver,2
2010,AUT,Silver,2
2010,AUT,Silver,2
2010,FRA,Bronze,1
2010,SVK,Gold,3
2010,GER,Silver,2
2010,CAN,Bronze,1
2010,CAN,Bronze,1
2010,CAN,Bronze,1
2010,CAN,Bronze,1
2010,USA,Gold,3
2010,USA,Gold,3
2010,USA,Gold,3
2010,USA,Gold,3
2010,GER,Silver,2
2010,GER,Silver,2
2010,GER,Silver,2
2010,GER,Silver,2
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,GER,Gold,3
2010,GER,Gold,3
2010,GER,Silver,2
2010,GER,Silver,2
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,RUS,Bronze,1
2010,CAN,Gold,3
2010,LAT,Silver,2
2010,GER,Bronze,1
2010,GBR,Gold,3
2010,GER,Silver,2
2010,SUI,Bronze,1
2010,SUI,Bronze,1
2010,SUI,Bronze,1
2010,SUI,Bronze,1
2010,SUI,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,CHN,Bronze,1
2010,CHN,Bronze,1
2010,CHN,Bronze,1
2010,CHN,Bronze,1
2010,CHN,Bronze,1
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,LAT,Silver,2
2010,LAT,Silver,2
2010,ITA,Bronze,1
2010,GER,Gold,3
2010,GER,Silver,2
2010,GER,Bronze,1
2010,GER,Gold,3
2010,AUT,Silver,2
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,USA,Silver,2
2010,USA,Silver,2
2010,JPN,Bronze,1
2010,USA,Gold,3
2010,RUS,Silver,2
2010,CAN,Bronze,1
2010,KOR,Gold,3
2010,JPN,Silver,2
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,CHN,Gold,3
2010,CHN,Gold,3
2010,CHN,Silver,2
2010,CHN,Silver,2
2010,USA,Bronze,1
2010,KOR,Gold,3
2010,KOR,Silver,2
2010,KOR,Bronze,1
2010,CHN,Gold,3
2010,USA,Silver,2
2010,USA,Bronze,1
2010,KOR,Gold,3
2010,USA,Silver,2
2010,KOR,Bronze,1
2010,CHN,Gold,3
2010,KOR,Silver,2
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,CHN,Gold,3
2010,CHN,Gold,3
2010,CHN,Gold,3
2010,CHN,Gold,3
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,CAN,Silver,2
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,USA,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,KOR,Silver,2
2010,KOR,Silver,2
2010,KOR,Silver,2
2010,KOR,Silver,2
2010,KOR,Silver,2
2010,CAN,Bronze,1
2010,CAN,Gold,3
2010,KOR,Silver,2
2010,ITA,Bronze,1
2010,CHN,Gold,3
2010,CAN,Silver,2
2010,NED,Bronze,1
2010,KOR,Gold,3
2010,RUS,Silver,2
2010,USA,Bronze,1
2010,USA,Gold,3
2010,KOR,Silver,2
2010,NED,Bronze,1
2010,CAN,Gold,3
2010,NED,Silver,2
2010,NOR,Bronze,1
2010,NED,Gold,3
2010,USA,Silver,2
2010,CZE,Bronze,1
2010,NED,Gold,3
2010,CAN,Silver,2
2010,CAN,Bronze,1
2010,CZE,Gold,3
2010,GER,Silver,2
2010,RUS,Bronze,1
2010,NED,Gold,3
2010,KOR,Silver,2
2010,CAN,Bronze,1
2010,CZE,Gold,3
2010,GER,Silver,2
2010,JPN,Bronze,1
2010,KOR,Gold,3
2010,JPN,Silver,2
2010,CHN,Bronze,1
2010,KOR,Gold,3
2010,GER,Silver,2
2010,NED,Bronze,1
2010,NED,Bronze,1
2010,NED,Bronze,1
2010,NED,Bronze,1
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,CAN,Gold,3
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,POL,Bronze,1
2010,POL,Bronze,1
2010,POL,Bronze,1
2010,GER,Gold,3
2010,GER,Gold,3
2010,GER,Gold,3
2010,GER,Gold,3
2010,JPN,Silver,2
2010,JPN,Silver,2
2010,JPN,Silver,2
2010,USA,Bronze,1
2010,SUI,Gold,3
2010,NOR,Silver,2
2010,AUT,Bronze,1
2010,USA,Gold,3
2010,USA,Silver,2
2010,NOR,Bronze,1
2010,SUI,Gold,3
2010,NOR,Silver,2
2010,AUT,Bronze,1
2010,GER,Gold,3
2010,SLO,Silver,2
2010,SWE,Bronze,1
2010,ITA,Gold,3
2010,CRO,Silver,2
2010,CZE,Bronze,1
2010,GER,Gold,3
2010,AUT,Silver,2
2010,SUI,Bronze,1
2010,USA,Gold,3
2010,CRO,Silver,2
2010,SWE,Bronze,1
2010,GER,Gold,3
2010,USA,Silver,2
2010,USA,Bronze,1
2010,NOR,Gold,3
2010,USA,Silver,2
2010,USA,Bronze,1
2010,AUT,Gold,3
2010,SLO,Silver,2
2010,NOR,Bronze,1
2010,SWE,Gold,3
2010,EST,Silver,2
2010,CZE,Bronze,1
2010,SUI,Gold,3
2010,ITA,Silver,2
2010,FIN,Bronze,1
2010,POL,Gold,3
2010,NOR,Silver,2
2010,CZE,Bronze,1
2010,CZE,Bronze,1
2010,CZE,Bronze,1
2010,CZE,Bronze,1
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,SWE,Gold,3
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,NOR,Silver,2
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,FIN,Bronze,1
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,GER,Silver,2
2010,GER,Silver,2
2010,GER,Silver,2
2010,GER,Silver,2
2010,SWE,Bronze,1
2010,NOR,Gold,3
2010,GER,Silver,2
2010,SWE,Bronze,1
2010,SWE,Gold,3
2010,GER,Silver,2
2010,POL,Bronze,1
2010,NOR,Gold,3
2010,SWE,Silver,2
2010,NOR,Bronze,1
2010,RUS,Gold,3
2010,RUS,Silver,2
2010,SLO,Bronze,1
2010,NOR,Gold,3
2010,POL,Silver,2
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,NOR,Gold,3
2010,NOR,Gold,3
2010,GER,Silver,2
2010,GER,Silver,2
2010,RUS,Bronze,1
2010,RUS,Bronze,1
2010,GER,Gold,3
2010,GER,Gold,3
2010,SWE,Silver,2
2010,SWE,Silver,2
2010,CHN,Bronze,1
2010,BLR,Gold,3
2010,USA,Silver,2
2010,CHN,Bronze,1
2010,AUS,Gold,3
2010,CHN,Silver,2
2010,USA,Bronze,1
2010,CAN,Gold,3
2010,AUS,Silver,2
2010,USA,Bronze,1
2010,USA,Gold,3
2010,CAN,Silver,2
2010,NOR,Bronze,1
2010,SUI,Gold,3
2010,AUT,Silver,2
2010,FRA,Bronze,1
2010,CAN,Gold,3
2010,NOR,Silver,2
2010,ITA,Bronze,1
2010,FRA,Gold,3
2010,USA,Silver,2
2010,AUT,Bronze,1
2010,USA,Gold,3
2010,USA,Silver,2
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,GER,Bronze,1
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,USA,Silver,2
2010,AUT,Bronze,1
2010,SUI,Gold,3
2010,POL,Silver,2
2010,NOR,Bronze,1
2010,NOR,Bronze,1
2010,NOR,Bronze,1
2010,NOR,Bronze,1
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,AUT,Gold,3
2010,GER,Silver,2
2010,GER,Silver,2
2010,GER,Silver,2
2010,GER,Silver,2
2010,AUT,Bronze,1
2010,SUI,Gold,3
2010,POL,Silver,2
2010,FRA,Bronze,1
2010,CAN,Gold,3
